id,has_api
18478013,FALSE
52488117,FALSE
40483149,TRUE
56683240,TRUE
41314953,TRUE
13971649,FALSE
37012486,TRUE
67474679,FALSE
61345601,TRUE
49099313,FALSE
64658898,FALSE
40692514,FALSE
52370401,TRUE
17427507,FALSE
75514573,FALSE
55354427,FALSE
