numpy.ndarray.itemset, 
numpy.ndarray.mean, 
numpy.ndarray.nonzero, 
numpy.ndarray.partition, 
numpy.ndarray.prod, 49863633
numpy.ndarray.ptp, 
numpy.ndarray.put, 
numpy.ndarray.ravel, 
numpy.ndarray.repeat, 
numpy.ndarray.reshape, 
numpy.ndarray.resize, 
numpy.ndarray.round, 
numpy.ndarray.searchsorted, 
numpy.ndarray.setflags, 
numpy.ndarray.sort, 22698687
numpy.ndarray.squeeze, 
numpy.ndarray.std, 
numpy.ndarray.sum, 
numpy.ndarray.swapaxes, 
numpy.ndarray.take, 8708758
numpy.ndarray.tobytes, 
numpy.ndarray.tofile, 
numpy.ndarray.tolist, 
numpy.ndarray.tostring, 
numpy.ndarray.trace, 
numpy.ndarray.transpose, 4068177,53303979
numpy.ndarray.var, 
numpy.nested_iters, 
numpy.nonzero, 3248542
numpy.number.__class_getitem__, 
numpy.obj2sctype, 
numpy.ones, 22053050,14112235,30385151,40335161,35509345,39755928
numpy.ones_like, 
numpy.outer, 33848599
numpy.packbits, 
numpy.pad, 38191855,24806174,35751306,35514976
numpy.partition, 
numpy.percentile, 21844024,26070514,37935954,17578115
numpy.piecewise, 
numpy.place, 7715406,2379898,16034672,7994133,4335289,12437264
numpy.polynomial.polynomial.Polynomial, 
numpy.polynomial.polynomial.Polynomial.fit, 
numpy.printoptions, 
numpy.promote_types, 
numpy.put, 42656930
numpy.put_along_axis, 
numpy.putmask, 
numpy.quantile, 
numpy.random.default_rng, 
numpy.random.Generator, 61352259
numpy.random.Generator.choice, 41123879,18794390,30821071,40914862,47722005,18622781,52991675
numpy.random.Generator.integers, 32743427
numpy.random.Generator.random, 59105921,24345637,39910050,64159770,44817444,41006182,15091982,31057197,11873741,18441779,21494489,23355433,43528637,18829185,38426349,41123879,18794390,30821071,24433891,38860095,36200913,40914862,4001577,34485591,16312006,49555991,32743427,57728209,47722005,18622781,40676205,27499139,52991675,22835914,5836335,47240308,36952419,61352259,49182440,50971213
numpy.random.Generator.standard_normal, 
numpy.random.RandomState, 59105921,61352259
numpy.ravel, 28930465,38357811,11618211
numpy.ravel_multi_index, 
numpy.real, 28081247
numpy.real_if_close, 
numpy.repeat, 58481528
numpy.require, 
numpy.reshape, 23943379,18691084,12668027,36995289,45973722,41776579,32764200,33436403,44223467,20253163
numpy.resize, 21527770,58107468,8090229,2908672,33256823
numpy.result_type, 
numpy.roll, 4998587,2777907,18791212,30488961,35916201,32257276
numpy.rollaxis, 29891583,22583792
numpy.rot90, 
numpy.round, 50374779,46994426,19387608,26782038,49229610,16000574,20388071
numpy.row_stack, 
numpy.save, 8955448,17298129,34540585,12713486,13495777,44697379,16621351,16149803,8361561,30329726,30376581,17352244,40219946,21322564,35133317,17043393,30811918,4090080,35372829,53633177,6494102,26929052,36210977,10075661,25696615,28439701,22712292,48622281,28492954,5951135,40030481,4335289,36804707,27600640,13877063,28953804,6268657,48099479,60199316
numpy.savetxt, 13495777,16621351,17352244,9565426,27786868,22557322,17043393,35372829,6494102,36210977,32387266,28439701,3685265,28492954,40030481,42068144,3419082,27049810,6268657,22355026
numpy.savez, 17298129,49740190,54238670,10075661,9619199,18071075,22712292
numpy.savez_compressed, 17298129
numpy.sctype2char, 
numpy.searchsorted, 22565023,15139299,34187130,9444409
numpy.select, 43506766,25330959,39563859,51388201,4148292,30340628
numpy.set_printoptions, 37149933,29102955,4844865,9829348,46076855
numpy.set_string_function, 
numpy.setbufsize, 
numpy.setdiff1d, 26678132,46261671
numpy.seterr, 26248654,31681946,32014215
numpy.seterrcall, 
numpy.seterrobj, 
numpy.setxor1d, 
numpy.shape, 13243404,15722324,22053050,43272848,45670487,44804965,12665810,37415269,22737000,58646585,21284790,32874840,19098104,33677183,32909619,34931160,2104643,22114921,35990775
numpy.shares_memory, 44865261
numpy.show_config, 30791550,5990577,65585639,31062273
numpy.show_runtime, 
numpy.sinc, 
numpy.sort, 1903462,15637336,12926898,22698687,31359980,48784908,36265930,9444409,38277143,8092920,45799335
numpy.sort_complex, 
numpy.split, 7662458,11105375,50491630,42831022,39429900,9922395
numpy.squeeze, 
numpy.stack, 37722139,25981180,36252814,34473089
numpy.swapaxes, 42312670,33436403
numpy.take, 24426452,14491480,8708758,28853740,13092807,42656930,35291189
numpy.take_along_axis, 
numpy.tensordot, 35838037,45479363,35786249,15606937
numpy.test, 10542240,59474533,9200727,26921836,2324438,26163727,35611440,16216078,37996471,19297410
numpy.testing.assert_, 
numpy.testing.assert_allclose, 
numpy.testing.assert_almost_equal, 
numpy.testing.assert_approx_equal, 
numpy.testing.assert_array_almost_equal, 
numpy.testing.assert_array_almost_equal_nulp, 
numpy.testing.assert_array_equal, 38506044
numpy.testing.assert_array_less, 
numpy.testing.assert_array_max_ulp, 
numpy.testing.assert_equal, 
numpy.testing.assert_no_gc_cycles, 
numpy.testing.assert_no_warnings, 
numpy.testing.assert_string_equal, 
numpy.testing.assert_warns, 
numpy.testing.decorate_methods, 
numpy.testing.extbuild.build_and_import_extension, 
numpy.testing.measure, 
numpy.testing.overrides.allows_array_function_override, 
numpy.testing.overrides.allows_array_ufunc_override, 
numpy.testing.overrides.get_overridable_numpy_array_functions, 
numpy.testing.overrides.get_overridable_numpy_ufuncs, 
numpy.testing.print_assert_equal, 
numpy.testing.rundocs, 
numpy.tile, 
numpy.trace, 18854425
numpy.transpose, 26932461,4068177,19479384,58279082,33100702
numpy.trapz, 34548681
numpy.tril, 51439271
numpy.tril_indices, 
numpy.tril_indices_from, 
numpy.trim_zeros, 
numpy.triu, 20645672
numpy.triu_indices, 
numpy.triu_indices_from, 
numpy.typename, 
numpy.typing.NBitBase, 
numpy.ufunc.accumulate, 
numpy.ufunc.at, 
numpy.ufunc.outer, 
numpy.ufunc.reduceat, 
numpy.union1d, 
numpy.unique, 7989722,15637336,12926898,5426908,24780697,16970982,28940412,8560440,12297016,35975441,4037262,58977212,48784908,44207926,28677162,23268605,44766841,40602269,48099479,20722986
numpy.unpackbits, 
numpy.unravel_index, 4114461
numpy.unwrap, 15927755
numpy.vander, 
numpy.vdot, 
numpy.vsplit, 
numpy.vstack, 16473042,8298797,51754268
numpy.who, 
numpy.zeros, 34593824,14878110,7164397,23726026,6559463,14112235,27464039,24885092,30998305,4535374,31359980,18395725,60811307,47125884,51314255,35751306,58076522,16071486,27574881,40335161,25792886,16235955
numpy.zeros_like, 27464039
