id,result,HAS_API,DISCUSSES_API
50607740,TRUE,TRUE,FALSE
37265312,TRUE,TRUE,TRUE
18889588,TRUE,TRUE,TRUE
31498390,TRUE,TRUE,TRUE
38413579,TRUE,TRUE,TRUE
31888856,TRUE,TRUE,FALSE
28465633,TRUE,TRUE,TRUE
48170405,TRUE,TRUE,TRUE
