"Paragraph","Tasks"
"StanfordCoreNLP includes Bootstrapped Pattern Learning, a framework for learning patterns to learn entities of given entity types from unlabeled text starting with seed sets of entities.","include bootstrapped Pattern learning
learn patterns
learn entities of given entity types
learn entities from unlabeled text"
