scipy.sparse.SparseEfficiencyWarning,
scipy.sparse.SparseWarning, 
scipy.sparse.linalg.ArpackError, 
scipy.sparse.linalg.ArpackNoConvergence, 
scipy.sparse.linalg.LinearOperator.matmat, 
scipy.sparse.linalg.LinearOperator.matvec, 
scipy.sparse.linalg.aslinearoperator, 
scipy.sparse.linalg.bicg, 12173353
scipy.sparse.linalg.bicgstab, 28751093
scipy.sparse.linalg.cg, 14243579,61326000,66486759
scipy.sparse.linalg.cgs, 
scipy.sparse.linalg.factorized, 9919686
scipy.sparse.linalg.gmres, 46876951,33512081,76391550,27465119
scipy.sparse.linalg.lgmres, 
scipy.sparse.linalg.lobpcg, 29028044
scipy.sparse.linalg.lsqr, 43423346,31895814,56147713,55712254,74394670,60551417,33410723
scipy.sparse.linalg.minres, 
scipy.sparse.linalg.qmr, 
scipy.sparse.linalg.splu, 19107617,60120076,53682948,53665503,53653394
scipy.sparse.linalg.svds, 50884533,56694800,29930160,42317259,56400788,64858402,51307345
scipy.sparse.linalg.use_solver,
expm, 53212497,25224227,49530410,70509924,56578159,16081797,35486239,45167237,77946266,75338898,70666548,60797516,56483299,54793916,43825485,78305172,60031702,74334642,65325549,66034964,60372163,59376329,57938112,53157256
block_diag, 10831417,44461658,24146629,34895970,44957372,73479627,62384509,30895154,58935825,28095803,77654094,76724425,65712907,65301327,30871674
scipy.odr.Data.set_meta, 
scipy.odr.Model, 
scipy.odr.Model.set_meta, 
scipy.odr.ODR.restart, 
scipy.odr.ODR.run, 
scipy.odr.ODR.set_iprint, 
scipy.odr.ODR.set_job, 
scipy.odr.Output, 
scipy.odr.Output.pprint, 
scipy.odr.odr, 70406964,24804397,55796398,62460399,71139423,53048524,23421063,16126884,73585132,62722907,60889680,44638882,26036452,77873145,68370533,39492513
scipy.misc.who, 
scipy.misc.fromimage, 26033672
scipy.misc.toimage, 33085142,62708777,72335057,46855422,66293631
scipy.misc.imsave, 56485301,26918390,50506782,57253048,37484254,21342758,8218608,49196195,47861325,46649799,46090757,28225600,44736769,60865652,59988622
scipy.misc.imread, 9298665,49685160,44057140,49371792,16612293,49686013,18714751,51467937,43624618,15345790,61483222,67426574,32764851,53907137,47861325,46939103,42743148,36026740,24675619,17094207,62801953,65697518,61326515,63005667,61424557,58448673,51118114,44864637,48371470,47597203,40690442,45544051,32763746
scipy.misc.imrotate, 44339293
scipy.misc.imresize, 49374829,26793582,33721988,29734530,33093317,13080327,56204985,56260998,61077156,61120499,40189128,70223069,67614204,61989867,63503521,58448673,43453078,24439581
scipy.misc.imshow, 40229630,43473742
scipy.misc.imfilter, 
scipy.misc.factorial, 56206632,41439421,35800823
scipy.misc.factorial2, 
scipy.misc.factorialk, 
scipy.misc.comb, 18488005,21767690,33468821,35637223,46374185,21535852,27517186,32192335,29081378
scipy.misc.central_diff_weights, 57035858
scipy.misc.derivative, 18991408,18220216,57035858,43130247,65486706,68658658,66346408,50453388,32790642,31300686,75259658,62147654,62137230
scipy.misc.pade, 
mminfo, 
